,headline,category,authors,date,topic
605,Fauci Says It's 'Horrifying' To See CPAC Crowd Cheering Anti-Vaccine Remarks,POLITICS,Josephine Harvey,2021-07-11,rep
606,"GOP Rep. Rips Greene, Boebert For Comparing Biden’s Vaccine Campaign To Nazism",POLITICS,Sanjana Karanth,2021-07-11,rep
607,Democratic Lawmakers Consider Fleeing Texas To Prevent New Voter Suppression Measures,POLITICS,Mary Papenfuss,2021-07-11,democrats
608,Attempted Republican Troll Of Joe Biden’s Obama Quip Goes Awry,POLITICS,Lee Moran,2021-07-10,rep
609,People Think There's Something X-Rated About The Shape Of The CPAC Stage,POLITICS,Lee Moran,2021-07-10,rep
610,Donald Trump Jr. Mocks Texas At CPAC Dallas And Gets The Tumbleweed Treatment,POLITICS,Lee Moran,2021-07-10,rep
611,"FDA, CDC Say Fully Vaccinated Do Not Need Booster Shots. Yet.",POLITICS,Nick Visser,2021-07-09,rep
612,"Trump Reportedly Socked Secret Service With $50,000 Bill For Lodging At His Own Properties",POLITICS,Mary Papenfuss,2021-07-09,trump
613,"ICE To Limit Detention Of Pregnant, Nursing And Postpartum Immigrants",POLITICS,Elise Foley,2021-07-09,rep
614,Damning Trump Supercut Uses His Own Words To Show Why He’s In Big Legal Trouble,POLITICS,Ed Mazza,2021-07-08,trump
615,Joe Biden To Make Good On His Afghanistan Promise By Aug. 31,POLITICS,Akbar Shahid Ahmed and S.V. Date,2021-07-08,war
616,"Trump Is So Desperate For Social Media He's Suing Facebook, Twitter And YouTube",POLITICS,Ryan Grenoble,2021-07-07,trump
617,Marjorie Taylor Greene’s Holocaust Museum Visit Fails To Stop Her Vaccine Comparisons,POLITICS,Sanjana Karanth,2021-07-07,rep
618,GOP Lawmaker Sued Over Inciting Insurrection: Trump White House Made Me Do It,POLITICS,Josephine Harvey,2021-07-07,republicans
619,J.D. Vance Wants To Be A GOP Senator So Is Now Super Sorry About Slamming Trump,POLITICS,Lee Moran,2021-07-06,republicans
620,Joe Scarborough Mocks 'Business Genius' Trump For Claiming Not To Know Tax Laws,POLITICS,Josephine Harvey,2021-07-06,trump
621,Republican Strategist Rails Against Her Own Party: ‘It’s Neofascism!’,POLITICS,Ed Mazza,2021-07-06,republicans
622,Trump Dogged By 'Loser-Palooza' Airplane Message At Florida Rally,POLITICS,Mary Papenfuss,2021-07-05,biden
623,"Tropical Storm Elsa Prompts Evacuations In Cuba, Florida Declares State Of Emergency",POLITICS,Nick Visser and Lydia O'Connor,2021-07-05,rep
624,West Virginia GOP Governor Issues Blunt Warning To Unvaccinated,POLITICS,Lee Moran,2021-07-05,republicans
625,July 4 Didn't Have To Be Like This,POLITICS,Jonathan Cohn,2021-07-04,biden
626,Arizona's Shady Recount Hit With Reported Accusations Of Sexual Harassment,POLITICS,Mary Papenfuss,2021-07-04,rep
627,"St. Louis Newspaper Bashes GOP, Josh Hawley For 'Contempt' Of Democracy",POLITICS,Mary Papenfuss,2021-07-04,republicans
628,"Ohio Sewer District Takes NYC's Random Twitter Hit On Cleveland, Craps All Over It",POLITICS,Lee Moran,2021-07-03,rep
629,"After A Year Of Crisis, Reforming The Unemployment System Isn’t On The Agenda",POLITICS,Tara Golshan and Arthur Delaney,2021-07-03,rep
630,Rep. Marjorie Taylor Greene Self-Owns With Tweet About Facebook’s Extremist Warning,POLITICS,Lee Moran,2021-07-02,rep
631,"J.D. Vance, Author Of 'Hillbilly Elegy,' Announces Bid For Ohio Senate Seat",POLITICS,Nick Visser,2021-07-02,biden
632,Boy Scouts Reach $850 Million Settlement Over Sexual Abuse Claims,POLITICS,Nick Visser,2021-07-02,biden
633,Ex-Trump Aide's New Social Media Platform Relentlessly Dragged On Twitter,POLITICS,Josephine Harvey,2021-07-02,biden
634,"Robinhood Fined $70 Million For Misleading Customers, System Outages",POLITICS,"STAN CHOE, AP",2021-07-01,biden
635,Eric Adams And Kathryn Garcia Lead In Unofficial NYC Mayoral Results,POLITICS,Daniel Marans,2021-07-01,election
636,Why New York City’s Board Of Elections Is A Mess,POLITICS,Daniel Marans,2021-07-01,election
637,Fox News Fined $1 Million Following Sexual Harassment And Retaliation Investigation,POLITICS,"DAVID BAUDER, AP",2021-06-30,rep
638,"John Bolton Almost Gave His Donald Trump Memoir A NSFW Title, But Was Talked Out Of It",POLITICS,Lee Moran,2021-06-30,rep
639,William Barr's Own Words About Trump Come Back To Haunt Him In Damning Supercut,POLITICS,Ed Mazza,2021-06-29,rep
640,'Mace Her!': Woman Accused Of Filming Capitol Attack On NYT Photographer Is Arrested,POLITICS,Josephine Harvey,2021-06-29,capitol
641,GOP's Long Race To 2024 Begins,POLITICS,"Jill Colvin and Thomas Beaumont, AP",2021-06-29,republicans
642,Tucker Carlson Claims NSA Is Spying On Him To Cancel His Fox News Show,POLITICS,Ron Dicker,2021-06-29,rep
643,Democrats Introduce Bill To Invest In Public Safety Alternatives To Police,POLITICS,Sarah Ruiz-Grossman,2021-06-28,democrats
644,"Pacific Northwest Heat Records Shattered As Seattle Hits 104F, Portland 112F",POLITICS,Nick Visser,2021-06-28,rep
645,Blinken Meets With New Israeli Counterpart As Both Governments Try To Reset Relations,POLITICS,"Laurie Kellman, Matthew Lee and Ellen Knickmeyer, AP",2021-06-27,biden
646,AOC Warns Biden's Election Win Likely Wouldn't Have Been Certified With A GOP House,POLITICS,Mary Papenfuss,2021-06-26,biden
647,Ex-Ethics Chief Rips Biden Over Jobs For Aides' Relatives After 4 Years Of Trump Nepotism,POLITICS,Mary Papenfuss,2021-06-26,biden
648,Top Ohio Republicans Are Ditching Trump's 'Pity Party' Rally In The State,POLITICS,Mary Papenfuss,2021-06-25,republicans
649,White House Deputy Press Secretary Shares Thoughtful Coming-Out Message,POLITICS,Sara Boboltz,2021-06-25,rep
650,"How India Walton, A Democratic Socialist, Defeated Buffalo’s Mayor",POLITICS,Daniel Marans,2021-06-25,democrats
651,Biden’s Green Allies Launch Major Campaign As Bipartisan Deal Shrinks From Climate,POLITICS,Alexander C. Kaufman,2021-06-25,biden
652,Joe Biden Endorses Deal On Infrastructure With Bipartisan Group Of Senators,POLITICS,Igor Bobic and Arthur Delaney,2021-06-24,biden
653,Tammy Duckworth Calls On Congress To Better Protect Immigrant Veterans,POLITICS,Nick Visser,2021-06-24,rep
654,Biden Hints At Renewed Fight Against State-Led Voter Restrictions,POLITICS,Ryan Grenoble,2021-06-24,biden
655,Joe Biden Launches Blitz Against Illegal Guns In Response To Spike In Shootings,POLITICS,Kevin Robillard and Sanjana Karanth,2021-06-23,biden
656,Democrats Press Administration To Continue Student Loan Payment Pause,POLITICS,Kevin Robillard,2021-06-23,democrats
657,Kamala Harris To Visit U.S.-Mexico Border Amid Republican Backlash,POLITICS,Lydia O'Connor,2021-06-23,democrats
658,Polls Close And Waiting Begins In NYC Mayoral Primary,POLITICS,"Karen Matthews, AP",2021-06-23,election
659,Biden Slams Republicans For Blocking Debate On Voting Rights Bill,POLITICS,Lydia O'Connor,2021-06-23,republicans
660,Nancy Pelosi To Decide Soon On House Select Committee To Probe Capitol Riot,POLITICS,Nick Visser,2021-06-22,democrats
661,What’s Next In The Filibuster Fight After Republicans Block Voting Rights Bill,POLITICS,Paul Blumenthal,2021-06-22,republicans
662,California Eyes Paying Off Past-Due Rent Accrued During Pandemic,POLITICS,Nina Golgowski,2021-06-22,rep
663,Can America Finally Do Something On Drug Prices? This Democratic Senator Thinks So.,POLITICS,Jonathan Cohn,2021-06-22,democrats
664,"Republicans Block Debate On Voting Rights Bill, Setting Up Summer Filibuster Fight",POLITICS,Paul Blumenthal and Igor Bobic,2021-06-22,republicans
665,Former FDA Chief Says COVID-19 Variant May Cause Surge In States With Low Vaccination,POLITICS,Nick Visser,2021-06-21,rep
666,Some GOP States Give Police More Power Amid Calls For Defunding And Accountability,POLITICS,"FARNOUSH AMIRI, AP",2021-06-20,republicans
667,Senator Ron Johnson Loudly Booed At Milwaukee Juneteenth Celebration,POLITICS,Mary Papenfuss,2021-06-20,republicans
668,Infectious Disease Expert Warns 'We’re Not Done With This Virus At All',POLITICS,Lee Moran,2021-06-19,rep
669,Mike Pence's 'Cancel Culture' Rallying Cry Is Too Much For Folks On Twitter,POLITICS,Lee Moran,2021-06-19,rep
670,Judge Blocks CDC From Enforcing Cruise Ship Coronavirus Rules,POLITICS,Sara Boboltz,2021-06-19,court
671,Twitter Critics Go To War Over Dead Capitol Rioter Ashli Babbitt,POLITICS,Mary Papenfuss,2021-06-19,war
672,Congressman Reveals True Terror Of Republicans Now Downplaying Capitol Riot,POLITICS,Lee Moran,2021-06-18,republicans
673,Joe Biden Announces 300 Million Coronavirus Vaccines Have Been Administered,POLITICS,Sebastian Murdock,2021-06-18,biden
674,"LGBTQ Groups, Allies See Trouble In Ruling Upholding Discrimination In Philly",POLITICS,Ja'han Jones,2021-06-18,rep
675,"Biden Administration Unveils $3.2 Billion Hunt For Pill To Treat COVID-19, Other Viruses",POLITICS,Nick Visser,2021-06-18,biden
676,Federal Workers Will Get Friday Off To Observe Juneteenth,POLITICS,Jennifer Bendery,2021-06-17,biden
677,"Trans Students Protected Under Title IX, Biden Administration Says",POLITICS,Nick Visser,2021-06-17,biden
678,'The View' Hosts Shred Marjorie Taylor Greene: Apology 'As Empty As Her Head',POLITICS,Josephine Harvey,2021-06-16,rep
679,House Passes Bill Awarding Gold Medal To All Officers Who Responded To Capitol Riot,POLITICS,Dominique Mosbergen,2021-06-16,capitol
680,"House Passes Juneteenth Holiday Bill, Sending It To Joe Biden’s Desk",POLITICS,Arthur Delaney and Igor Bobic,2021-06-16,vote
681,Ex-Bush Speechwriter Dismantles 'The Dreams Of Conservatives' In Scathing Essay,POLITICS,Lee Moran,2021-06-15,republicans
682,Biden Administration Pushes Plan To Combat Domestic Terror,POLITICS,"Michael Balsamo, AP",2021-06-15,rep
683,"House Judiciary Committee Will Probe Trump Subpoenas Against Media, Democrats",POLITICS,Nick Visser,2021-06-15,trump
684,Justice Department Secretly Subpoenaed Don McGahn’s Records: AP Source,POLITICS,"MICHAEL BALSAMO and ERIC TUCKER, AP",2021-06-14,rep
685,U.S. Intel Warns Of More Violence From QAnon Followers,POLITICS,"Michael Kunzelman and Nomaan Merchant, AP",2021-06-14,rep
686,Reality Winner Released Early From Prison For Good Behavior,POLITICS,Ryan Grenoble,2021-06-14,rep
687,Interior Secretary Recommends Biden Restore National Monuments Trump Trashed,POLITICS,Chris D'Angelo,2021-06-14,biden
688,Pelosi Says Trump DOJ’s Secret Data Seizures Go ‘Beyond Richard Nixon’,POLITICS,Sanjana Karanth,2021-06-13,rep
689,Ex-Prosecutor Pulls No Punches With Donald Trump: 'Unabated Crime Wave As President',POLITICS,Lee Moran,2021-06-12,Ex-Prosecutor
690,'Action Figures' Photo Of Joe Biden With G-7 Leaders Becomes A Meme,POLITICS,Lee Moran,2021-06-12,biden
691,Biden Shutters Trump-Era Office For Crimes Allegedly Committed By Immigrants,POLITICS,"Elliot Spagat, AP",2021-06-12,biden
692,Watergate Figure John Dean: New Donald Trump Scandal Is ‘Nixon On Stilts And Steroids’,POLITICS,Lee Moran,2021-06-12,Ex-Prosecutor
693,Republicans Push To Export Absurd Arizona-Style Election Audits To Other States,POLITICS,Travis Waldron,2021-06-11,republicans
694,"Senate Leaders Demand Bill Barr, Jeff Sessions Testify About 'Shocking' Trump Data Seizure",POLITICS,"MARY CLARE JALONICK and MICHAEL BALSAMO, AP",2021-06-11,rep
695,Unemployment Benefit Cuts Start This Weekend,POLITICS,Arthur Delaney,2021-06-10,biden
696,Ex-GOP Rep. Tells Republicans: Ditch ‘Patron Saint Of Sore Losers' Donald Trump,POLITICS,Lee Moran,2021-06-10,trump
697,"Biden White House Drops Trump Orders Trying To Ban TikTok, WeChat",POLITICS,"Matt O'Brien, Eric Tucker and Tali Arbel, AP",2021-06-09,biden
698,Democratic Senate Hopeful In Missouri Mocks Opponent Who Pointed Gun At BLM Protesters,POLITICS,Sarah Ruiz-Grossman,2021-06-09,democrats
699,Senate Report Details Sweeping Failures Around Jan. 6 U.S. Capitol Attack,POLITICS,"MARY CLARE JALONICK, AP",2021-06-08,capitol
700,Washington State Approves 'Joints For Jabs' COVID-19 Vaccine Promotion,POLITICS,Sarah Ruiz-Grossman,2021-06-08,washington
701,Senate Passes Legislation To Support Victims Of Mysterious ‘Havana Syndrome’,POLITICS,Nick Visser,2021-06-08,vote
702,Schumer: Senate Report 'Strengthened Argument' For Jan. 6 Commission,POLITICS,Sara Boboltz,2021-06-08,democrats
703,'A Lot Of Anxiety' For Democrats As Biden Agenda Stalls,POLITICS,"Lisa Mascaro, AP Wire",2021-06-08,democrats
704,David Attenborough Says Climate Change Is A ‘Crime’ Humanity Has Inflicted On The Planet,POLITICS,Nick Visser,2021-06-07,donald
705,"Manchin Says He'll Vote Against Voting Rights Bill, Dooming Dems' Election Overhaul Efforts",POLITICS,Hayley Miller,2021-06-06,rep
706,Major Kyrsten Sinema Supporter Says Abolish Filibuster Or Get Out Of The Senate,POLITICS,Amanda Terkel,2021-06-04,rep
707,Kamala Harris Will Go Around Congress To Build Support For Voting Rights,POLITICS,Kevin Robillard and Paul Blumenthal,2021-06-03,democrats
708,Ted Cruz Tries A Monty Python Crack And Twitter Users Run Away,POLITICS,Lee Moran,2021-06-03,rep
709,High School Valedictorian Uses Speech To Blast Texas' New Abortion Ban,POLITICS,Lydia O'Connor,2021-06-02,biden
710,Conservative Columnist Warns Of GOP Plot To Steal 2024 Election,POLITICS,Lee Moran,2021-06-02,election
711,Biden Administration To Suspend Trump-Era Oil Leases In Arctic Refuge,POLITICS,Chris D'Angelo,2021-06-01,biden
712,Marjorie Taylor Greene Tweets About Racism And It's Too Much For Twitter,POLITICS,Ron Dicker,2021-06-01,rep
713,Texas Democrats Block Harsh Voting Bill By Walking Out En Masse,POLITICS,Nick Visser,2021-05-31,democrats
714,Juan Williams: 'Extremism Among Republicans Is Paralyzing Congress',POLITICS,Ron Dicker,2021-05-31,republicans
715,"Trump CFO 'Perjured Himself,' Felt 'Enabled' With Boss In White House: Ex-Daughter-In-Law",POLITICS,Mary Papenfuss,2021-05-31,trump
716,'A Defining Historical Moment': Raphael Warnock On The GOP's Blockade Of Jan. 6 Commission,POLITICS,Ryan J. Reilly,2021-05-30,republicans
717,Experts Believe Prosecutors Are Mulling 'Little RICO' Mob Law Against Trump Org: Report,POLITICS,Mary Papenfuss,2021-05-30,rep
718,Conservative Pundit Hits GOP With A Scathing Question,POLITICS,Lee Moran,2021-05-29,republicans
719,Rep. Gerry Connolly Calls On Biden To Create Jan. 6 Commission After 'Cowardly' GOP Vote,POLITICS,Mary Papenfuss,2021-05-29,republicans
720,GOP Accused Of Betraying America In Progressive PAC's Stinging New Ad,POLITICS,Lee Moran,2021-05-29,republicans
721,CEO Pay Rises To $12.7M Even As Pandemic Ravages Economy,POLITICS,"Stan Choe, Associated Press",2021-05-28,biden
722,Officer Brian Sicknick's Grieving Mom Hits The Hill To Plead For Jan. 6 Commission,POLITICS,Mary Papenfuss,2021-05-28,biden
723,Twitter Erupts After Rep. Marjorie Taylor Greene Breaks Out ‘Mexican Accent’,POLITICS,Ed Mazza,2021-05-28,rep
724,New York City’s Rising Left Is Losing The Mayor’s Race,POLITICS,Daniel Marans,2021-05-27,election
725,Disability Rights Groups Join Lawsuit Over Georgia Voter Suppression Law,POLITICS,Sanjana Karanth,2021-05-26,vote
726,He Called FBI Agents Nazis. The Feds Just Arrested Him For Storming The Capitol.,POLITICS,Hayley Miller and Ryan J. Reilly,2021-05-26,capitol
727,Growing Mystery Of Suspected Energy Attacks Draws U.S. Concern,POLITICS,"Nomaan Merchant, Robert Burns and Eric Tucker, AP",2021-05-23,biden
728,Donald Trump's Much-Touted Blog Pretty Much A Flop As Interest Fades: Report,POLITICS,Mary Papenfuss,2021-05-23,rep
729,Ivanka Trump In A Fog In Deposition About Role Of Investigated Top Trump Executive,POLITICS,Mary Papenfuss,2021-05-23,biden
730,Biden To Host Family Of George Floyd On 1-Year Anniversary Of His Death,POLITICS,Sara Boboltz,2021-05-22,biden
731,Palestinians In The U.S. Fear For Their Families In Gaza: ‘Are You Still Alive?’,POLITICS,Rowaida Abdelaziz,2021-05-22,rep
732,Ex-Bush Aide Gives Chilling Reality Check About Continued GOP Capitulation To Trump,POLITICS,Lee Moran,2021-05-22,republicans
733,Matt Gaetz's Ex-Girlfriend Reportedly Agrees To Cooperate With Sex Trafficking Investigators,POLITICS,Mary Papenfuss,2021-05-22,rep
734,CNN Drops Rick Santorum After Racist Comments About Native Americans,POLITICS,Jennifer Bendery,2021-05-22,biden
735,Biden Says He Won't Allow His DOJ To Seize Reporters' Records,POLITICS,Lydia O'Connor,2021-05-21,biden
736,White House Offers GOP $1.7 Trillion Infrastructure Plan,POLITICS,"Lisa Mascaro and Jonathan Lemire, AP",2021-05-21,republicans
737,Biden Says There Is 'No Shift' In U.S. Commitment To Israel's Security,POLITICS,Sarah Ruiz-Grossman,2021-05-21,biden
738,Ex-Secret Service Agent Details 'Shockingly' Racist Abuse Endured By Michelle Obama,POLITICS,Lee Moran,2021-05-21,rep
739,Michael Cohen Reveals When And How Trump Will Flip On His Own Family To Avoid Jail,POLITICS,Ed Mazza,2021-05-20,rep
740,Kamala Harris: 'Asian Americans Have The Right To Be Recognized As Americans',POLITICS,Sarah Ruiz-Grossman,2021-05-19,rep
741,"Biden, In Netanyahu Call, Urges 'Significant De-escalation'",POLITICS,"Ellen Knickmeyer, AP",2021-05-19,biden
742,Laura Ingraham: Left Used  COVID Lockdowns To Groom Public For Climate Change Lockdowns,POLITICS,Ron Dicker,2021-05-19,biden
743,Gun-Waving Attorney Mark McCloskey Running For Missouri Senate Seat,POLITICS,Nick Visser,2021-05-19,election
744,"Oversight, Homeland Security Committees 'Extremely Concerned' After Pipeline Attack",POLITICS,Sanjana Karanth,2021-05-18,rep
745,Nancy Pelosi Calls For Cease-Fire Between Israel And Hamas,POLITICS,Sarah Ruiz-Grossman,2021-05-18,democrats
746,Congress Sends Anti-Asian Hate Crimes Bill To Biden's Desk,POLITICS,Sara Boboltz,2021-05-18,biden
747,Progressives Ask Biden Not To Name Pharma Allies To Top Patent Posts,POLITICS,Daniel Marans,2021-05-18,biden
748,"U.S. Commits To Admitting About 250 Asylum-Seekers Per Day, Attorney Says",POLITICS,"Elliot Spagat, AP",2021-05-18,rep
749,New York Gov. Andrew Cuomo Set To Earn $5 Million From COVID-19 Book,POLITICS,Nick Visser,2021-05-18,rep
750,GOP Voting Restrictions Will Make It Harder For People With Disabilities To Cast Ballots,POLITICS,Travis Waldron,2021-05-17,republicans
751,South Carolina Law Forces Death Row Inmates To Choose Firing Squad Or Electric Chair,POLITICS,"JEFFREY COLLINS, AP",2021-05-17,biden
752,"As Biden Stays Mum, Senators Make Bipartisan Call For Cease-Fire In Gaza",POLITICS,Sanjana Karanth,2021-05-17,biden
753,Joe Biden Expresses Support For Cease-Fire In Call With Israeli Prime Minister Netanyahu,POLITICS,Ja'han Jones,2021-05-17,biden
